sentiment,text
0,watched &quot;star trek&quot; with my sister last night..the movie finished at nearly 2:30am..look what I've got! a pair of freaking eyebags!! 
0,Beginning of the 3rd period and the Redwings are winning 2-1.... 
4,@KimPossible40 wow! that is the nicest #followfriday I've every gotten - thank you. And I hope you are feeling somewhat more balanced 
0,@DanielFielding i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake! 
4,@millsustwo yes mate I was just watching that ha ha! GOOD VIBES! Loved the idea of strapping the phone to his mouth 
0,"is enjoying the sun but misses her phone, battery is dead and charger is in nottingham "
4,@omgitschelsea aww thanks girl 
0,"@HungryGirl I have that same Twitter/FB problem! I finally got FB on the phone &amp; don't think it's poss.  If u find out how, let me know!"
4,Just gonna get in mah spaceship and HUVAHH! See you later 
0,"didn't get any work done  heading back to town now, shall do a piece of english compre on the train perhaps?"
0,@Eldirao grool! Typical that you go to England when I'm not there 
0,"I am extra broken today. I took the meds my doc gave me for spasms but not for pain, was scared to take them at work. Now I want drugs "
0,bonefire tonight at Anna's house and I'm excited! I miss my anner! Then mothers day tomorrow  rip mom
4,@JUKiE_o8 i wrote the song  and im glad u like it
0,In Atlanta waiting for my flight to Montreal.  
4,@JohnGreenaway  I wonder about MySQL in there too ... v.odd
0,I miss my baby 
4,WOW i'm Was kinda hppy tooo not have hater but i'm happy they BAK! THat MEAN! i'm Doin Sum tin Right Again And they Can't KEEP UP! 
4,"@Pink Awesome, wish I was in the right hemisphere "
4,"I'm going to download more songs!  I have 712 songs already, but I'm trying to make it 1000 songs.  288 more songs to go..."
0,Tech theatre owns my soul 
4,@brainstuck no....probably we can run a contest...ppl suggesting alternative pics of urs... 
0,@smolFry Better than Thang? A B C's got THANG 
0,"keyboard shortcuts for source code folding still don't work, even in the new Flash Builder beta. "
4,"@LuvinMeSomeD awwww, he's adorable!!!!! "
0,HP printer software is the bane of my existence. 
0,@ameeface  What's wrong with her?
0,*sings* Aaaall byyy myyyseeeeeelf - Saturday solo shifts are the pits... 
4,"@igluandhartly hey guys, i am loving the hell outta your music. cant wait til you make it big and i can say i knew ya when "
4,@MissLisaYaro good for you  u are a super entrepreneur
0,grandpap is in the hospital..Lord please watch over him and help him 
0,"@coy0te True. He wasn't a very nice mini cat though, we kept losing him &amp; I was scared of his kittens cos I hate spiders "
0,@theCraigWright LOL!!!! and   ouch!  Too funny....I'm glad you are feeling a bit better...
4,@shaneame Shane remember to  join us for the next K session 
4,"New diet working well, training less than ever, recovering well, eating more, staying lean. Nice "
0,"@PurpleMuffinMan Dunno really, cant put my finger on the reason..just one of those days I guess "
4,reading danielle crittendon's what our mothers didn't tell us...http://alturl.com/eqgf ....and getting ready for tonight's bbq feast 
0,Wimp!   Lonelyandroid ):
4,"Meh, what a day  So glad its out the way, summer here i come! "
0,"@thepurple8 yes, that is a smart way to look at it... and seriously, how am I supposed to pack a week's worth of clothes in carry on?! "
0,JMDP  maybe you're not *that* ready for grass yet..
0,ughhhh!!!! my freaking legs are cramping up!! 
0,I just told someone they needed to stop crying in front of steve aoki 
0,It's early. I can't go back to sleep. I'm so bored. 
4,"@mnphotography this is joe, just added you.. forgot to tell you awesome pictures of cayden  "
4,Looking forward to a session at the gym 
0,Studying trade mark law when such good weather is a pity.. 
4,I feel so good after getting pampered this evening 
4,on my way to the club...car full of girls! these my ppls  missin my boo already
0,@KatyLinda oh no  i thought both would be cool - guess i'm not cool w/ the 4yr olds lol
4,Sean Lock is awesome !! ... I love Family Guy - it's official !! 
0,"@weschicklit We have a small lake here aswell, but its not allowed to swim "
0,@Eriyanna that sucks  are you managing to find something todo? Or are you bored out of your skull aswell?
0,Missed #esc09 I know what am I like? Feel like I was there now I've caught up with your tweets thx guys! More EE than ESC here last night 
0,bored I don't want to start assignments 
0,@RowanMcBride @emeraldjaguar Didn't buy me drinks. Just bit me. Mean skeeter. 
0,@nutellaandpiano - my new bed is lovely. but it'd be lovelier it didn't mean you had to leave 
4,ï¿½ï¿½We are ready for the new generation!!...Oh yeah...We are a Backstreet fans and we are proud about it!! 
4,@EuroRockRadio have fun Kell!! And take pictures 
0,Starting my first essay. I dont know what to write about! 
0,"good day with kids - thanks maryn! swimming tonight and no nick tomorrow  I will make it through the day, i will make it through the day.."
4,@AnnHeart good night 
0,Hii Hii Tweeters Had a Big Meetin About My Exams Today 
0,I'm home now Twittering mode observed.Tomorrow will be a boring day for sure  !
4,@rosatellu You'll see a LOT of @divinacucina when the Florence episodes come out....she took me on an amazing food tour!! 
0,@wikkideclipse lol night  after nap i gotta go to work 
0,Awkward moments.. More like bullshit moments. Fuck this 
4,"@vjestep I'm mo nudge you again, better watch out!  "
4,"OH GADD, NARUTO!! I KNEW IT!! "
0,@shine365 smh yeah i know unfortunately... 
0,cant find my eurotrip dvd   
4,might go see demi &amp; david with adrienne! 
4,@dreamhampton Yes by far... To this day before I go dancing I throw on Tony Toni Tone &quot;It Feels Good&quot; They both rep REAL GOOD MUSIC! 
4,"@nychus haha, yeah they know  it just means we have a longer commute but more money in our pockets!"
4,my lil man geta a 1st place little league trophy today so proud of my lil baseball man  soccer next booyah!
4,@thomasfiss aww you have a puppy? oh and i might see blink 182 on tuesday  tix are freee
4,@gameworks with chaos and man. 
4,"saw a wheel fly off a truck n catch on fire.. now on to more exciting things. like cooking, cleaning, and organzing  domestic day!"
4,"- Soon Monday and the busy days are on again.. Good nite, friends!  New dj-mixes coming up this week.. Great weekend!"
4,@sheBAKES are you girls back home?? 
0,@JD_Faery Ah nothing much. I'm all sick for the weekend  Its not fun. Any news?
4,Shopping for some shorts. It's almost summer time bitches! 
4,rb@acanuckfan  thx â« http://blip.fm/~7qccd
4,dinner @ Italianni's FBH with my baby and friends 
4,At home....I bought more plants....eddie is gonna kill me....oh well 
4,"@LDC_Mobile @BadAsh77 is on it! Thanks for keeping us covered, though "
4,@Sylvie_CMG and aparently they spoke with some fans and they said that they want to come to Portugal 
4,@Grantelectric and i'm pretty sure i'll be at your show in Beach Park since i live like 10 mins. away from there 
0,Bored to death in math class! 
4,"dentist fine, no treatment. Sun gone, lots of rumbly thundery noises promises 2 b a good one "
4,"@stolenseconds  i can do that, thank you! "
0,@ccreitz our lettuce has a dressing of aphids 
0,Is sad to be leaving chicago today 
0,@JanaBanana5 Oh my word...so tell me are you a mother of four now? lol I'm so sorry. 
4,Ah brunch buffets...one of the more underrated inventions of the civilized world  
4,@KingDavidII Princess I like that name 
4,@tomricci I had that for lunch 
4,heading into town for the SAQA conference in about an hour; excited to see the rest of my peeps at tonights Quilt National opening 
4,@PinkFairyWings woot! thank you 
4,  I'm here to tell ya ... very yummy.  Decided to go on a hunt for blender drinks ... know any good ones?
0,waching TV and wishing Rick was home from the hospital. he has been in the hospital almosy 6 months now. 
0,@Manaboutworld Jude's a bit of an ass... I met him at a pub quiz and he yelled at me for no reason 
0,@silentinfinite oh shit i didnt see the t&amp;c 
0,Back to school today. 
4,"@callmejors: Good luck!  Aww, I'll be graduating already though, so I won't get to see you around Ateneo if you do get in."
0,I really really wish I could be listening to Electric feel right now! Stupid work not lettiing me listen to music! 
4,Finished blogging .. continue to rate restaurants on Facebook .. I wanna get the trophy after rating 100 restaurants 
4,@txmander No worries Speeezzz it just means you will be smarter than all of us 
4,Battlefield hereos is a hoot. Carnage as always 
0,@lifegrd31 i dont has bread at home 
4,TODAAAY!!  groupie day! 
0,Reading my old truth box comments. People are mean D: A lot of people hate(d) me. 
0,"@pumpupositive No prob on the sun...heading your way!!! BTW, A little restriction is exactly what I need...I have no self control lately! "
0,"@BABIIJAI Yep, she say she wont bother us. Im still skeptical but she aint working so i gotta help her "
0,@jessnextdoor yea... sad noh... when I heard about the missing air france I prayed na sana the plane just landed somewhere safe... 
4,"@SSPU Swoon rocks, congrats.  Been listening to it every day since it was released. Hope you make it back to Vancouver, BC soon!"
0,@oxNANCiiBBYxo next time we will hangout more!! Cause we didnt get much time  haha but atleast we got to meet!
4,@Mariafh Pix of adam + bf mks me  wide. It's kinda heartwrmg.
0,cut the pad of my finger off last night while slicing cukes  very hurted!
4,i'll return the favour (8) LOVE this song  x
0,Is not feeling well....and definitely not feeling up to cooking dinner 
4,what day is today ??  #chesterday
4,"@catirah I was never mad at u babe, I was just messin with u lol. Yes u can have some "
4,some people from deal or no deal are stupid. hahaha. 
4,So much sunshine this weekend! My red face shows the evidence of a weekend well spent outside 
0,packing packing and more packing... i hate this part 
0,"@Angpang Poor thing, hope she gets better soon. (keep monitoring her and go back if change/worse symptoms) Dont trust docs much "
4,Took a nap after watchin &quot;the great debaters&quot; another recommended movie. 
0,@DebsBookNook no.  not this year. 
4,"@forensicmama I saw the siggies of some of the members. One of them was Spanish, the other one I think was French. #Bones rocks the globe "
0,Is celebrating her birthday by going to a class for work   I wish I could spend it with him...
0,k pizza of the day cloudy 
4,"@deeHustle Yes, thank you. I was lucky on the iTouch. All it took was a little tweeting.   Thanks Licensing Expo!"
4,"my h.net member cd is on its way to me, as of 12mins ago "
0,Getting ready to drive back to campus. I hurt my ankle 
4,@mivillephoto It disappeared yesterday-so I uploaded a new one 
4,"Finished making a batch of blackcurrant/chilli choccies after #bcleeds09, just wondering if it's worth trying to find the afterparty "
4,Very nice outside sucks that im a vamp 
4,"@pablosu hahaha so really funny video, of your Birthday! Congratulations xoxo  your friends so cool...."
4,Thankfully there's Stanley cup hockey on to help ease my bummed-ness about #Phish. Go #RedWings! Less then 2 hours till the puck drops! 
4,I can't wait until monday. 
4,says congratulations for Kerenina Sunny Halim as being the new Miss Indonesia   http://plurk.com/p/yw0jt
4,great night. 
0,Bus drivers who refuse to WAIT for people suck. Banged up my knee racing the bus to the next stop on blades. Made it...but it still hurts 
0,feels unwell. Hmmm (thinking) Pain would pop in my head once in a while. I dunno what this is  http://plurk.com/p/111ihn
4,@Sniper616 it blew us away!  set list  http://twurl.nl/asz8rj #asot400
4,"awake and up  hair done,,,sunny again but it woke me up wayyy to early"
0,@illiomellio  son my mom made me stay for no fuckin reason cuz marilyn goin 2 queens 2 go 2 play ahh I'm pisst
0,"@mcflyharry Harry, says 'hi carol', please, i beg i beg, i cry so much ( please please I LOVE YOU SO MUCH  answer me. you ignore me 3"
0,@joanneteh hey. Still not too good. Was tossing &amp; turning till 2am. Spasming pain still there.  thanks for asking eh!
4,"@MissAlexaMarion glad to hear that!  I'm pretty good, worked a lot today, but I needed the hours though so it's not bad in the long run."
